Periods,Region,Price
1995,Staphorst,73373.0
1996,Staphorst,99758.0
1997,Staphorst,95517.0
1998,Staphorst,123105.0
1999,Staphorst,151393.0
2000,Staphorst,170926.0
2001,Staphorst,182252.0
2002,Staphorst,211479.0
2003,Staphorst,220659.0
2004,Staphorst,213605.0
2005,Staphorst,226990.0
2006,Staphorst,232786.0
2007,Staphorst,256905.0
2008,Staphorst,246379.0
2009,Staphorst,249078.0
2010,Staphorst,238096.0
2011,Staphorst,225937.0
2012,Staphorst,223642.0
2013,Staphorst,207194.0
2014,Staphorst,205165.0
2015,Staphorst,213491.0
2016,Staphorst,239236.0
2017,Staphorst,245935.0
1995,Tubbergen,96873.0
1996,Tubbergen,109861.0
1997,Tubbergen,128475.0
1998,Tubbergen,133994.0
1999,Tubbergen,182390.0
2000,Tubbergen,183785.0
2001,Tubbergen,203406.0
2002,Tubbergen,229100.0
2003,Tubbergen,249789.0
2004,Tubbergen,228985.0
2005,Tubbergen,242385.0
2006,Tubbergen,260789.0
2007,Tubbergen,281353.0
2008,Tubbergen,253736.0
2009,Tubbergen,229348.0
2010,Tubbergen,257871.0
2011,Tubbergen,249332.0
2012,Tubbergen,260798.0
2013,Tubbergen,235063.0
2014,Tubbergen,222842.0
2015,Tubbergen,233484.0
2016,Tubbergen,246299.0
2017,Tubbergen,270855.0
1995,Wierden,101004.0
1996,Wierden,109932.0
1997,Wierden,124176.0
1998,Wierden,131775.0
1999,Wierden,166618.0
2000,Wierden,193919.0
2001,Wierden,223485.0
2002,Wierden,219284.0
2003,Wierden,221956.0
2004,Wierden,224478.0
2005,Wierden,243809.0
2006,Wierden,242994.0
2007,Wierden,261571.0
2008,Wierden,266190.0
2009,Wierden,291438.0
2010,Wierden,248809.0
2011,Wierden,244989.0
2012,Wierden,219165.0
2013,Wierden,214126.0
2014,Wierden,230928.0
2015,Wierden,222801.0
2016,Wierden,249917.0
2017,Wierden,258629.0
1995,Zwolle,84813.0
1996,Zwolle,93853.0
1997,Zwolle,106918.0
1998,Zwolle,116245.0
1999,Zwolle,132376.0
2000,Zwolle,155551.0
2001,Zwolle,174143.0
2002,Zwolle,188554.0
2003,Zwolle,187985.0
2004,Zwolle,201125.0
2005,Zwolle,206170.0
2006,Zwolle,209386.0
2007,Zwolle,214650.0
2008,Zwolle,229305.0
2009,Zwolle,215519.0
2010,Zwolle,223622.0
2011,Zwolle,220887.0
2012,Zwolle,215084.0
2013,Zwolle,213228.0
2014,Zwolle,216558.0
2015,Zwolle,218349.0
2016,Zwolle,228479.0
2017,Zwolle,245803.0
